package,package_version,layer_version_arn,time_to_live
jsonrpclib,0.1.7,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-jsonrpclib:1,
ansible,2.8.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-ansible:1,
pandas,0.25.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pandas:1,
arrow,0.14.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-arrow:2,
google-auth,1.6.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth:2,
google-auth-oauthlib,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth-oauthlib:2,
jellyfish,0.7.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-jellyfish:1,
QuantLib-Python,1.15,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-QuantLib-Python:1,
openssl,1.1.1c,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-openssl:1,
kafka-python,1.4.7,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-kafka-python:2,
pytz,2019.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pytz:3,
Pillow,6.2.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-Pillow:3,05-02-2020
boltons,19.3.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boltons:3,12-02-2020
Cerberus,1.3.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-Cerberus:2,
ffmpeg-python,0.2.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-ffmpeg-python:4,
textdistance,4.1.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-textdistance:1,
beautifulsoup4,4.8.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-beautifulsoup4:5,29-01-2020
arrow,0.15.4,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-arrow:9,05-02-2020
bcrypt,3.1.7,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-bcrypt:5,19-02-2020
pyparsing,2.4.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyparsing:3,29-01-2020
nltk,3.4.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-nltk:3,19-02-2020
PyNaCl,1.3.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-PyNaCl:5,19-02-2020
elasticsearch,7.1.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-elasticsearch:6,19-02-2020
ldap3,2.6.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-ldap3:4,
simplejson,3.17.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-simplejson:2,
pyOpenSSL,19.1.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyOpenSSL:8,19-02-2020
pulp,2.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pulp:3,29-01-2020
loguru,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-loguru:2,19-02-2020
gspread,3.1.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-gspread:6,
openpyxl,3.0.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-openpyxl:5,12-02-2020
requests,2.22.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-requests:6,
tldextract,2.2.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-tldextract:8,19-02-2020
python-docx,0.8.10,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-python-docx:3,
grequests,0.4.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-grequests:6,
PyYAML,5.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-PyYAML:3,12-02-2020
tablib,0.14.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-tablib:7,12-02-2020
ansible,2.9.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-ansible:13,12-02-2020
aiodns,2.0.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiodns:5,12-02-2020
pymongo,3.10.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pymongo:3,12-02-2020
tinydb,3.15.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-tinydb:5,
aiohttp,3.6.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiohttp:11,05-02-2020
graphene,2.1.8,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-graphene:5,19-02-2020
google-auth,1.10.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth:10,12-02-2020
grpcio,1.26.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-grpcio:7,19-02-2020
PyMUPDF,1.16.10,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-PyMUPDF:13,
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth-oauthlib:16,12-02-2020
pytesseract,0.3.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pytesseract:6,05-02-2020
SQLAlchemy,1.3.12,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-SQLAlchemy:7,
boto3,1.10.44,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boto3:22,29-01-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aws-xray-sdk:21,29-01-2020
aiobotocore,0.11.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiobotocore:17,05-02-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyqldb:9,29-01-2020
numpy,1.18.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-numpy:6,12-02-2020
pandas,0.25.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pandas:12,12-02-2020
opencv-python-headless,4.1.2.30,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-opencv-python-headless:7,12-02-2020
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-spacy:12,29-01-2020
scipy,1.4.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-scipy:9,12-02-2020
beautifulsoup4,4.8.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-beautifulsoup4:6,
pyparsing,2.4.6,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyparsing:4,
boto3,1.10.45,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boto3:23,05-02-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aws-xray-sdk:22,05-02-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyqldb:10,05-02-2020
pulp,2.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pulp:4,
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-spacy:13,05-02-2020
arrow,0.15.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-arrow:10,19-02-2020
aiohttp,3.6.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiohttp:12,12-02-2020
Pillow,7.0.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-Pillow:4,
pytesseract,0.3.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pytesseract:7,
boto3,1.10.46,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boto3:24,12-02-2020
aiobotocore,0.11.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiobotocore:18,12-02-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aws-xray-sdk:23,12-02-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyqldb:11,12-02-2020
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-spacy:14,12-02-2020
boltons,20.0.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boltons:4,
aiodns,2.0.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiodns:6,
pymongo,3.10.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pymongo:4,
google-auth,1.10.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth:11,19-02-2020
aiohttp,3.6.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiohttp:13,
PyYAML,5.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-PyYAML:4,
openpyxl,3.0.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-openpyxl:6,
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth-oauthlib:17,19-02-2020
tablib,0.14.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-tablib:8,19-02-2020
boto3,1.11.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boto3:25,19-02-2020
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aws-xray-sdk:24,19-02-2020
aiobotocore,0.11.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiobotocore:19,19-02-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyqldb:12,19-02-2020
numpy,1.18.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-numpy:7,
pandas,0.25.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pandas:13,19-02-2020
opencv-python-headless,4.1.2.30,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-opencv-python-headless:8,
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-spacy:15,19-02-2020
scipy,1.4.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-scipy:10,
ansible,2.9.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-ansible:14,19-02-2020
loguru,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-loguru:3,
elasticsearch,7.5.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-elasticsearch:7,
construct,2.10.53,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-construct:2,
arrow,0.15.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-arrow:11,
bcrypt,3.1.7,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-bcrypt:6,
tablib,1.0.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-tablib:9,
google-auth,1.10.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth:12,
graphene,2.1.8,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-graphene:6,
tldextract,2.2.2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-tldextract:9,
PyNaCl,1.3.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-PyNaCl:6,
google-auth-oauthlib,0.4.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-google-auth-oauthlib:18,
nltk,3.4.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-nltk:4,
pyOpenSSL,19.1.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyOpenSSL:9,
grpcio,1.26.0,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-grpcio:8,
boto3,1.11.5,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-boto3:26,
aws-xray-sdk,2.4.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aws-xray-sdk:25,
aiobotocore,0.11.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiobotocore:20,26-02-2020
pyqldb,1.0.0rc2,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pyqldb:13,
pandas,0.25.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-pandas:14,
spacy,2.2.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-spacy:16,
ansible,2.9.3,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-ansible:15,
aiobotocore,0.11.1,arn:aws:lambda:us-east-1:113088814899:layer:pylayers--python37-dev-aiobotocore:21,
